customer_id,tenure_months,monthly_charges,total_charges,contract_type,internet_service,support_calls,is_active,signup_date,churn
CUST-000357,7,60.21,426.21,month-to-month,fiber,2,false,2024-12-25,0
CUST-000358,63,143.89,8869.73,month-to-month,dsl,4,true,2023-05-10,0
CUST-000359,15,120.29,1631.86,one-year,none,6,true,2023-03-07,0
CUST-000360,9,84.5,742.72,two-year,none,0,true,2024-08-03,0
CUST-000361,13,136.25,1773.23,month-to-month,fiber,1,true,2024-06-05,0
CUST-000362,5,81.33,389.35,month-to-month,dsl,2,true,2025-05-28,0
CUST-000363,53,49.19,2443.45,two-year,none,5,true,2023-03-21,0
CUST-000364,6,43.31,265.23,month-to-month,none,0,true,2023-03-12,0
CUST-000365,41,31.23,1240.11,one-year,fiber,5,true,2024-07-31,0
CUST-000366,31,80.31,2461.61,two-year,none,7,true,2025-03-05,0
CUST-000367,19,20.83,380.53,two-year,dsl,3,true,2024-10-13,0
CUST-000368,0,118.66,113.49,month-to-month,fiber,4,false,2024-06-26,1
CUST-000369,7,146.43,944.4,one-year,fiber,4,false,2023-08-26,0
CUST-000370,47,79.6,3786.79,two-year,fiber,9,false,2023-05-17,0
CUST-000371,72,28.1,2021.92,one-year,dsl,2,true,2023-09-25,0
CUST-000372,41,61.35,2366.42,one-year,none,1,true,2023-05-20,0
CUST-000373,19,33.74,620.18,two-year,dsl,5,true,2024-07-02,0
CUST-000374,39,80.24,3216.58,month-to-month,fiber,1,true,2024-12-03,0
CUST-000375,5,47.95,246.58,two-year,none,2,false,2023-09-12,0
CUST-000376,6,108.03,608.66,one-year,none,2,false,2024-02-19,0
CUST-000377,70,52.48,3560.84,two-year,none,2,false,2023-03-05,0
CUST-000378,25,127.08,3036.69,month-to-month,dsl,10,true,2023-03-28,1
CUST-000379,2,149.63,278.21,one-year,dsl,10,true,2023-05-12,0
CUST-000380,5,142.5,646.66,one-year,dsl,9,true,2025-01-11,0
CUST-000381,54,42.46,2137.4,month-to-month,fiber,2,true,2024-04-01,0
CUST-000382,31,104.15,3147.4,month-to-month,none,8,true,2023-03-31,0
CUST-000383,25,103.54,2639.18,month-to-month,fiber,3,true,2025-04-01,0
CUST-000384,45,82.36,3770.0,month-to-month,fiber,5,true,2024-05-29,0
CUST-000385,3,61.45,171.97,one-year,dsl,4,false,2024-04-28,0
CUST-000386,20,33.02,659.43,two-year,dsl,4,true,2025-03-21,0
CUST-000387,49,66.12,3323.74,month-to-month,dsl,2,true,2024-08-29,0
CUST-000388,45,138.82,5648.64,two-year,none,5,true,2024-07-31,0
CUST-000389,69,60.18,4042.65,month-to-month,fiber,1,false,2024-09-08,0
CUST-000390,0,63.13,62.63,two-year,fiber,2,true,2023-07-01,0
CUST-000391,2,39.2,78.85,one-year,dsl,2,true,2025-05-16,0
CUST-000392,47,111.59,5241.17,one-year,dsl,9,false,2023-11-06,0
CUST-000393,55,122.94,7059.89,month-to-month,none,10,true,2024-12-25,0
CUST-000394,45,49.02,2180.18,two-year,none,2,true,2025-01-21,0
CUST-000395,0,143.34,149.4,month-to-month,dsl,6,true,2025-02-28,1
CUST-000396,40,139.73,5841.44,month-to-month,dsl,3,true,2023-04-17,0
CUST-000397,9,50.94,480.17,month-to-month,fiber,2,true,2023-04-01,1
CUST-000398,42,78.06,3081.09,two-year,none,3,true,2023-12-25,0
CUST-000399,0,26.26,25.36,month-to-month,none,6,true,2024-02-28,1
CUST-000400,69,68.8,4862.66,one-year,fiber,9,true,2024-12-04,0
CUST-000401,4,58.34,221.18,one-year,dsl,1,false,2023-06-24,0
CUST-000402,9,91.12,848.55,month-to-month,none,1,true,2024-09-20,0
CUST-000403,55,142.52,7248.74,two-year,dsl,6,true,2023-04-14,0
CUST-000404,70,113.86,8045.89,month-to-month,fiber,4,true,2023-11-01,0
CUST-000405,70,129.18,8346.67,month-to-month,fiber,5,false,2023-03-31,0
CUST-000406,61,45.96,2534.03,two-year,none,2,true,2023-03-25,0
CUST-000407,50,81.22,4200.01,month-to-month,fiber,4,false,2024-07-11,0
CUST-000408,47,44.26,1886.12,one-year,fiber,7,true,2023-08-20,0
CUST-000409,19,117.79,2238.28,two-year,dsl,1,true,2025-04-07,0
CUST-000410,70,27.93,1873.11,two-year,dsl,8,true,2024-07-02,0
CUST-000411,30,81.91,2240.67,one-year,none,0,true,2024-06-13,0
CUST-000412,18,35.64,650.23,two-year,none,2,true,2023-06-21,0
CUST-000413,5,75.04,393.3,month-to-month,dsl,6,true,2025-04-22,1
CUST-000414,40,138.4,5741.53,two-year,fiber,1,false,2024-07-23,0
CUST-000415,66,79.56,5413.84,one-year,fiber,9,true,2025-03-11,0
CUST-000416,18,93.66,1664.64,one-year,dsl,1,true,2024-07-30,0
CUST-000417,44,134.13,5545.38,one-year,none,10,true,2024-09-15,0
CUST-000418,51,38.7,1956.53,month-to-month,fiber,6,false,2025-06-19,0
CUST-000419,60,139.71,8672.26,month-to-month,dsl,0,true,2025-03-23,0
CUST-000420,12,146.42,1641.42,one-year,fiber,4,true,2024-03-29,0
CUST-000421,53,98.65,4775.63,one-year,fiber,7,true,2025-04-23,0
CUST-000422,47,126.73,5821.04,one-year,none,2,false,2024-12-27,0
CUST-000423,72,23.76,1589.11,month-to-month,none,3,true,2023-09-13,0
CUST-000424,25,55.62,1423.21,month-to-month,fiber,8,true,2023-05-07,1
CUST-000425,62,97.23,5586.01,month-to-month,fiber,7,true,2023-12-25,0
CUST-000426,11,57.06,601.29,one-year,none,2,true,2025-03-09,0
CUST-000427,28,108.1,2846.29,month-to-month,none,6,true,2025-06-04,0
CUST-000428,60,138.5,8285.95,two-year,dsl,9,true,2023-08-18,0
CUST-000429,35,75.09,2513.75,one-year,none,5,true,2023-08-12,0
CUST-000430,50,95.98,4324.39,two-year,none,10,true,2025-05-09,0
CUST-000431,36,58.8,1939.45,two-year,none,1,true,2023-10-11,0
CUST-000432,38,44.49,1652.74,one-year,fiber,3,true,2025-04-04,0
CUST-000433,40,108.5,4375.56,two-year,fiber,10,true,2023-10-30,0
CUST-000434,49,115.78,5602.04,one-year,fiber,9,true,2023-12-18,0
CUST-000435,68,102.98,6802.09,month-to-month,none,10,true,2023-11-04,0
CUST-000436,23,58.19,1299.04,two-year,none,4,true,2024-07-26,0
CUST-000437,42,105.08,4119.16,month-to-month,none,3,true,2023-11-11,0
CUST-000438,33,96.12,3075.42,one-year,fiber,1,true,2025-06-06,0
CUST-000439,9,81.39,680.63,two-year,none,1,true,2024-01-26,0
CUST-000440,19,37.86,669.02,one-year,dsl,6,true,2024-04-13,0
CUST-000441,10,83.39,829.44,two-year,dsl,2,true,2023-03-01,0
CUST-000442,21,94.92,1841.36,one-year,dsl,1,false,2024-03-20,0
CUST-000443,61,69.83,3857.77,one-year,fiber,3,true,2023-01-15,0
CUST-000444,2,107.98,214.66,two-year,dsl,3,true,2025-06-17,0
CUST-000445,49,85.43,3959.68,month-to-month,dsl,1,true,2023-11-02,0
CUST-000446,66,97.53,6119.48,one-year,none,10,true,2023-12-17,0
CUST-000447,24,41.43,1030.15,one-year,fiber,6,false,2023-08-18,0
CUST-000448,2,96.66,178.89,month-to-month,dsl,5,true,2025-03-22,0
CUST-000449,68,101.01,6793.73,two-year,fiber,0,true,2024-10-31,0
CUST-000450,14,74.18,993.9,month-to-month,none,8,true,2024-12-19,0
CUST-000451,1,59.15,59.11,two-year,none,10,true,2024-09-29,0
CUST-000452,13,86.51,1116.37,month-to-month,fiber,4,false,2023-04-19,0
CUST-000453,33,128.09,4421.28,two-year,dsl,5,true,2023-10-30,0
CUST-000454,26,109.47,2766.81,two-year,fiber,3,false,2024-11-18,0
CUST-000455,63,39.39,2266.94,month-to-month,none,8,false,2025-01-10,0
CUST-000456,29,79.38,2409.28,one-year,none,4,true,2023-04-13,0
CUST-000457,46,124.21,5410.3,month-to-month,fiber,1,false,2025-02-15,0
CUST-000458,21,62.73,1362.36,month-to-month,dsl,9,true,2025-01-20,0
CUST-000459,14,72.1,1054.16,one-year,dsl,4,true,2024-12-07,0
CUST-000460,21,34.7,731.92,one-year,none,0,true,2025-05-14,0
CUST-000461,61,124.29,7595.03,one-year,none,2,true,2025-03-08,0
CUST-000462,16,82.8,1289.32,month-to-month,none,6,true,2023-03-06,0
CUST-000463,67,119.78,7916.9,one-year,dsl,9,true,2024-11-16,0
CUST-000464,12,76.27,923.48,two-year,none,7,true,2024-11-23,0
CUST-000465,6,21.51,134.24,month-to-month,none,8,true,2025-05-22,1
CUST-000466,62,61.68,3631.55,month-to-month,dsl,4,false,2023-08-17,0
CUST-000467,30,30.25,877.22,one-year,fiber,9,true,2025-05-27,0
CUST-000468,63,116.88,6646.72,one-year,dsl,6,true,2024-07-24,0
CUST-000469,38,135.71,5076.27,month-to-month,none,10,true,2023-12-16,0
CUST-000470,58,63.16,3718.64,month-to-month,dsl,9,true,2024-11-03,0
CUST-000471,12,118.71,1329.45,one-year,dsl,5,true,2024-10-10,0
CUST-000472,66,68.61,4147.65,one-year,none,2,true,2025-04-21,0
CUST-000473,13,53.06,641.07,two-year,fiber,1,true,2024-02-07,0
CUST-000474,43,34.01,1407.11,month-to-month,none,10,true,2024-08-25,0
CUST-000475,64,37.5,2339.58,one-year,fiber,8,true,2024-07-20,0
CUST-000476,65,121.54,8188.67,two-year,fiber,9,true,2025-04-14,0
CUST-000477,41,85.53,3358.39,one-year,none,9,true,2025-02-19,0
CUST-000478,37,78.87,2684.75,one-year,fiber,6,true,2025-02-05,0
CUST-000479,40,112.54,4683.14,two-year,none,10,true,2023-08-03,0
CUST-000480,44,139.75,5656.47,one-year,none,10,true,2023-07-02,0
CUST-000481,41,112.35,4671.37,two-year,none,8,true,2024-08-07,0
CUST-000482,68,57.17,3992.89,two-year,fiber,0,true,2023-01-26,0
CUST-000483,7,45.99,325.96,month-to-month,none,2,true,2024-11-30,0
CUST-000484,37,46.52,1688.84,month-to-month,none,5,true,2023-04-15,0
CUST-000485,71,132.43,9509.36,two-year,none,8,true,2024-06-07,0
CUST-000486,6,140.44,807.36,two-year,fiber,10,true,2024-07-19,0
CUST-000487,25,100.67,2559.88,two-year,fiber,7,true,2024-10-10,0
CUST-000488,69,116.0,7439.48,two-year,fiber,3,true,2023-07-01,0
CUST-000489,22,115.56,2333.6,month-to-month,dsl,0,true,2024-07-23,0
CUST-000490,32,20.73,643.43,month-to-month,none,2,false,2023-11-27,0
CUST-000491,38,83.77,3138.38,two-year,none,5,false,2024-12-25,0
CUST-000492,66,28.86,1858.61,month-to-month,dsl,6,true,2024-02-18,0
CUST-000493,42,63.04,2499.51,month-to-month,dsl,9,true,2024-07-28,0
CUST-000494,14,106.96,1447.8,two-year,dsl,10,true,2024-09-28,0
CUST-000495,41,69.58,2908.21,month-to-month,none,1,true,2024-07-07,0
CUST-000496,47,86.86,3985.71,month-to-month,none,7,false,2024-10-29,0
CUST-000497,12,41.76,522.89,two-year,dsl,8,true,2024-10-03,0
CUST-000498,27,132.44,3445.83,two-year,none,1,true,2025-04-28,0
CUST-000499,9,117.1,972.82,two-year,fiber,7,true,2023-02-08,0
CUST-000500,32,92.55,2920.86,month-to-month,dsl,3,true,2024-02-22,0
CUST-000501,55,61.13,3222.37,two-year,fiber,1,true,2024-10-18,0
CUST-000502,5,111.11,506.04,month-to-month,none,8,false,2025-03-16,1
CUST-000503,36,119.49,4153.88,two-year,dsl,6,true,2023-02-01,0
CUST-000504,17,117.08,2029.2,two-year,dsl,8,true,2024-10-11,0
CUST-000505,47,144.46,6122.01,two-year,none,8,false,2023-02-12,0
CUST-000506,68,91.18,5659.39,two-year,fiber,3,true,2025-01-13,0
CUST-000507,65,38.52,2322.52,one-year,none,9,true,2023-07-18,0
CUST-000508,6,130.68,815.33,two-year,none,8,true,2024-07-16,0
CUST-000509,32,32.77,1057.91,two-year,dsl,7,true,2024-01-01,0
CUST-000510,12,57.07,623.53,two-year,dsl,3,true,2024-04-06,0
CUST-000511,19,93.52,1696.34,two-year,fiber,5,true,2023-06-22,0
CUST-000512,55,55.97,2936.51,month-to-month,dsl,10,true,2025-06-17,0
CUST-000513,39,83.31,2977.22,one-year,fiber,10,true,2025-05-11,0
CUST-000514,25,54.22,1400.16,month-to-month,none,1,true,2023-01-20,0
CUST-000515,51,120.0,5703.31,two-year,dsl,0,true,2024-07-10,0
CUST-000516,19,67.56,1198.27,two-year,fiber,9,true,2023-10-25,0
CUST-000517,11,71.58,767.95,two-year,none,10,true,2025-04-05,1
CUST-000518,65,38.25,2297.01,two-year,dsl,9,true,2024-11-06,0
CUST-000519,61,142.09,7853.29,month-to-month,none,7,true,2023-09-28,0
CUST-000520,26,87.33,2313.08,month-to-month,none,6,true,2024-04-10,0
CUST-000521,41,33.42,1432.24,month-to-month,none,10,true,2025-05-04,0
CUST-000522,72,42.6,3061.22,two-year,none,5,true,2025-05-05,0
CUST-000523,28,87.13,2324.82,one-year,fiber,5,true,2024-05-08,0
CUST-000524,17,77.19,1226.28,month-to-month,none,8,true,2023-08-05,0
CUST-000525,15,105.94,1529.02,month-to-month,fiber,5,true,2024-05-08,1
CUST-000526,20,104.14,2002.89,one-year,dsl,3,false,2024-08-10,0
CUST-000527,65,25.09,1607.76,month-to-month,none,0,true,2023-07-04,0
CUST-000528,72,102.89,7643.48,one-year,none,10,true,2023-03-29,0
CUST-000529,61,42.17,2635.53,two-year,fiber,9,false,2024-08-19,0
CUST-000530,65,54.39,3565.85,month-to-month,none,5,true,2024-09-02,0
CUST-000531,49,37.19,1644.61,month-to-month,fiber,8,true,2024-05-31,0
CUST-000532,12,43.06,534.93,month-to-month,none,9,false,2025-03-13,1
CUST-000533,61,105.72,6676.55,month-to-month,dsl,8,true,2025-03-04,0
CUST-000534,53,68.15,3274.29,one-year,none,8,true,2025-04-01,0
CUST-000535,12,75.31,847.85,one-year,fiber,3,true,2023-03-27,0
CUST-000536,32,44.57,1435.33,two-year,fiber,0,true,2023-05-01,0
CUST-000537,26,109.41,2694.99,one-year,none,5,false,2024-03-12,0
CUST-000538,68,75.06,4873.61,one-year,fiber,4,true,2024-02-11,0
CUST-000539,71,82.72,5611.95,one-year,none,8,true,2023-11-11,0
CUST-000540,17,131.15,2227.08,two-year,fiber,3,true,2024-12-17,0
CUST-000541,65,72.07,4453.91,month-to-month,dsl,8,true,2024-12-01,0
CUST-000542,0,124.57,127.5,month-to-month,fiber,7,true,2024-03-21,1
CUST-000543,47,30.41,1294.44,one-year,dsl,6,true,2024-02-15,0
CUST-000544,7,142.94,1023.63,two-year,fiber,10,true,2023-01-11,0
CUST-000545,36,45.32,1660.22,two-year,none,8,true,2023-08-26,0
CUST-000546,46,51.1,2115.64,two-year,dsl,2,false,2023-10-10,0
CUST-000547,50,72.71,3381.18,one-year,none,0,true,2023-03-12,0
CUST-000548,71,138.95,9394.02,two-year,fiber,4,true,2023-07-19,0
CUST-000549,0,53.94,51.84,one-year,none,1,true,2024-05-30,0
CUST-000550,32,133.89,4378.62,month-to-month,none,9,true,2024-03-29,1
CUST-000551,31,118.47,3834.85,two-year,fiber,7,true,2024-08-23,0
CUST-000552,33,28.78,945.04,one-year,dsl,3,true,2023-08-24,0
CUST-000553,66,89.63,5945.88,one-year,fiber,4,true,2023-04-06,0
CUST-000554,9,92.09,768.12,two-year,fiber,5,true,2024-08-10,0
CUST-000555,24,84.87,1894.2,two-year,none,3,true,2023-07-31,0
CUST-000556,45,40.28,1660.35,month-to-month,none,1,true,2024-11-10,0
CUST-000557,5,130.24,622.34,month-to-month,none,5,true,2024-08-11,1
CUST-000558,65,56.43,3423.35,one-year,dsl,9,false,2024-06-22,0
CUST-000559,4,85.32,327.31,one-year,none,10,true,2024-04-13,1
CUST-000560,58,61.03,3190.24,two-year,none,10,true,2024-08-17,0
CUST-000561,33,44.33,1374.28,one-year,none,4,true,2024-09-19,0
CUST-000562,54,47.37,2571.04,month-to-month,fiber,5,true,2024-02-15,0
CUST-000563,16,147.31,2363.8,month-to-month,none,1,true,2025-04-03,0
CUST-000564,25,38.96,1016.73,one-year,fiber,2,true,2023-01-10,0
CUST-000565,66,89.42,5591.05,one-year,dsl,7,true,2024-07-29,0
CUST-000566,12,109.77,1197.38,month-to-month,fiber,4,true,2024-10-06,0
CUST-000567,33,66.93,2173.47,two-year,fiber,4,true,2024-02-26,0
CUST-000568,25,94.99,2368.77,two-year,none,8,true,2025-03-10,0
CUST-000569,65,83.37,5475.84,one-year,none,1,true,2023-10-21,0
CUST-000570,43,74.84,3191.88,month-to-month,dsl,6,true,2023-03-15,0
CUST-000571,40,61.19,2309.81,one-year,dsl,4,true,2024-02-09,0
CUST-000572,66,145.52,9240.3,one-year,fiber,2,true,2023-05-09,0
CUST-000573,10,47.37,454.54,two-year,fiber,1,false,2025-06-18,0
CUST-000574,50,88.12,4623.67,month-to-month,dsl,1,true,2023-06-09,0
CUST-000575,29,52.16,1425.85,one-year,fiber,10,false,2024-06-23,0
CUST-000576,45,131.85,5629.35,month-to-month,dsl,7,true,2025-06-10,0
CUST-000577,56,37.56,2192.28,one-year,none,8,true,2024-09-03,0
CUST-000578,72,76.55,5489.38,two-year,none,8,true,2023-12-22,0
CUST-000579,56,60.02,3232.83,month-to-month,dsl,2,true,2023-01-01,0
CUST-000580,36,81.0,2628.04,month-to-month,fiber,7,true,2024-05-03,0
CUST-000581,29,123.58,3520.14,one-year,fiber,3,true,2024-07-28,0
CUST-000582,49,127.7,5838.62,month-to-month,dsl,1,true,2023-09-03,0
CUST-000583,34,57.01,1960.51,two-year,none,4,true,2025-05-23,0
CUST-000584,14,102.8,1428.64,month-to-month,fiber,4,true,2024-05-18,0
CUST-000585,6,146.06,791.63,month-to-month,dsl,1,true,2023-05-09,0
CUST-000586,29,31.73,830.19,two-year,dsl,3,true,2023-11-16,0
CUST-000587,59,110.6,5903.92,one-year,fiber,1,true,2023-05-30,0
CUST-000588,69,81.12,5198.92,one-year,dsl,4,true,2025-04-28,0
CUST-000589,49,120.26,5695.0,two-year,dsl,0,true,2025-01-22,0
CUST-000590,26,81.47,2122.91,two-year,none,4,true,2023-06-12,0
CUST-000591,70,87.72,5759.68,month-to-month,none,10,true,2024-01-05,0
CUST-000592,14,50.68,684.77,two-year,dsl,0,true,2023-10-10,0
CUST-000593,1,145.95,144.08,one-year,dsl,7,true,2023-06-08,0
CUST-000594,20,84.99,1704.72,month-to-month,dsl,5,true,2025-02-16,0
CUST-000595,19,111.17,2151.77,month-to-month,fiber,2,true,2023-11-21,1
CUST-000596,56,115.31,5832.31,two-year,fiber,6,true,2023-05-18,0
CUST-000597,56,92.67,5093.05,month-to-month,fiber,7,true,2023-07-11,0
CUST-000598,59,55.79,3372.92,one-year,none,8,true,2024-06-27,0
CUST-000599,69,67.72,4205.92,one-year,fiber,10,true,2025-01-21,0
CUST-000600,46,120.88,5203.6,month-to-month,none,1,true,2024-07-05,0
CUST-000601,63,119.55,6952.61,month-to-month,none,4,true,2024-10-18,0
CUST-000602,8,25.69,213.88,month-to-month,none,2,true,2023-07-26,0
CUST-000603,4,94.23,386.51,month-to-month,dsl,10,true,2024-09-30,1
CUST-000604,46,48.69,2256.93,one-year,dsl,0,true,2023-08-02,0
CUST-000605,7,66.92,473.84,month-to-month,fiber,6,true,2025-03-24,1
CUST-000606,67,25.28,1542.27,two-year,fiber,4,false,2023-08-10,0
CUST-000607,29,89.12,2399.48,month-to-month,dsl,8,true,2024-08-06,0
CUST-000608,71,73.97,4809.81,month-to-month,none,10,true,2024-11-21,0
CUST-000609,13,41.69,502.44,two-year,fiber,6,true,2024-11-04,0
CUST-000610,45,137.32,6071.34,two-year,fiber,5,true,2024-02-27,0
CUST-000611,41,99.09,3999.6,one-year,none,3,true,2024-07-17,0
CUST-000612,57,78.17,4275.52,one-year,fiber,0,true,2024-09-02,0
CUST-000613,0,59.04,55.1,month-to-month,fiber,5,false,2025-04-21,1
CUST-000614,65,92.32,6234.16,one-year,none,2,false,2024-04-16,0
CUST-000615,46,135.65,5849.77,month-to-month,fiber,4,true,2023-04-05,0
CUST-000616,9,114.07,1046.07,two-year,dsl,2,true,2024-12-07,0
CUST-000617,38,24.86,964.76,month-to-month,none,6,false,2023-02-27,0
CUST-000618,55,74.15,4201.31,one-year,fiber,3,true,2025-05-19,0
CUST-000619,48,27.04,1270.22,month-to-month,none,5,true,2023-06-03,0
CUST-000620,19,26.57,509.75,two-year,dsl,6,true,2025-02-09,0
CUST-000621,28,76.15,2170.48,two-year,dsl,2,false,2023-03-26,0
CUST-000622,70,71.89,4593.29,two-year,dsl,8,true,2024-12-15,0
CUST-000623,71,45.75,3116.04,month-to-month,fiber,9,true,2024-09-22,0
CUST-000624,31,29.31,923.62,two-year,dsl,5,true,2024-08-12,0
CUST-000625,54,67.48,3383.65,two-year,fiber,5,true,2023-01-25,0
CUST-000626,56,101.01,5464.63,month-to-month,fiber,3,true,2024-01-18,0
CUST-000627,14,116.15,1522.77,two-year,dsl,9,true,2025-06-08,0
CUST-000628,43,110.19,4343.44,one-year,dsl,7,true,2023-12-06,0
CUST-000629,26,91.04,2396.75,two-year,dsl,8,true,2025-01-17,0
CUST-000630,2,68.96,142.87,two-year,none,8,false,2023-06-24,0
CUST-000631,34,26.9,912.97,month-to-month,none,0,false,2024-11-07,0
CUST-000632,13,22.48,301.04,two-year,fiber,10,true,2024-01-25,0
CUST-000633,40,83.01,3285.75,two-year,dsl,1,true,2024-05-27,0
CUST-000634,2,25.17,52.27,two-year,none,4,true,2024-02-07,0
CUST-000635,45,66.2,2816.19,month-to-month,fiber,8,true,2023-03-05,0
CUST-000636,71,143.39,9507.11,one-year,dsl,5,true,2024-11-03,0
CUST-000637,66,144.88,9484.31,two-year,fiber,10,true,2024-03-03,0
CUST-000638,39,138.27,5119.63,month-to-month,fiber,8,false,2024-10-30,0
CUST-000639,25,132.14,3126.27,two-year,none,8,true,2024-03-16,0
CUST-000640,72,139.22,9498.84,month-to-month,none,8,true,2025-01-06,0
CUST-000641,3,119.51,370.01,one-year,dsl,6,true,2023-11-07,0
CUST-000642,35,39.75,1291.34,two-year,none,2,true,2025-02-19,0
CUST-000643,72,99.61,7096.29,two-year,fiber,3,true,2024-01-03,0
CUST-000644,64,130.0,8073.02,one-year,dsl,10,true,2025-05-22,0
CUST-000645,20,45.12,816.52,one-year,dsl,0,true,2024-02-27,0
CUST-000646,26,28.6,772.65,two-year,dsl,7,true,2024-05-16,0
CUST-000647,54,72.63,3554.42,one-year,dsl,6,true,2024-02-08,0
CUST-000648,68,88.28,6191.34,two-year,none,0,true,2024-04-07,0
CUST-000649,66,89.92,6217.06,month-to-month,dsl,0,true,2024-06-12,0
CUST-000650,37,77.14,2947.4,month-to-month,dsl,4,true,2024-03-08,0
CUST-000651,66,137.48,8797.27,month-to-month,none,10,true,2025-01-09,0
CUST-000652,69,37.59,2495.24,month-to-month,none,7,false,2024-04-09,0
CUST-000653,58,31.72,1745.22,two-year,dsl,10,true,2025-03-26,0
CUST-000654,11,34.84,370.75,two-year,dsl,5,false,2024-12-25,0
CUST-000655,20,69.23,1325.19,two-year,none,2,true,2024-08-02,0
CUST-000656,18,43.25,783.8,month-to-month,dsl,6,true,2025-01-17,1
CUST-000657,23,35.28,746.31,one-year,fiber,3,false,2025-02-22,0
CUST-000658,63,90.66,5145.35,one-year,fiber,7,true,2024-08-25,0
CUST-000659,56,30.32,1680.97,one-year,fiber,3,true,2023-10-12,0
CUST-000660,6,44.03,239.94,two-year,dsl,5,false,2025-05-24,0
CUST-000661,38,63.04,2187.48,two-year,none,1,true,2023-07-02,0
CUST-000662,71,43.06,2960.35,one-year,none,9,true,2023-02-06,0
CUST-000663,47,136.68,6571.97,one-year,fiber,6,true,2023-03-08,0
CUST-000664,35,62.8,2114.62,month-to-month,dsl,3,true,2024-09-18,0
CUST-000665,67,148.33,9665.3,two-year,none,9,true,2024-12-24,0
CUST-000666,33,88.3,3057.42,two-year,fiber,5,true,2024-09-21,0
CUST-000667,63,84.03,4907.36,two-year,none,9,true,2023-10-25,0
CUST-000668,3,80.44,246.03,month-to-month,dsl,3,true,2024-02-29,0
CUST-000669,71,124.79,8256.28,one-year,fiber,10,true,2023-10-16,0
CUST-000670,38,85.87,3095.3,month-to-month,fiber,0,false,2023-12-08,0
CUST-000671,3,128.17,357.25,two-year,none,5,true,2024-05-05,0
CUST-000672,17,82.59,1395.72,month-to-month,none,8,true,2024-04-18,1
CUST-000673,7,128.56,850.34,one-year,none,10,true,2024-07-02,0
CUST-000674,42,123.94,5378.32,two-year,none,5,false,2023-06-02,0
CUST-000675,48,101.45,4997.97,month-to-month,fiber,9,true,2023-07-11,0
CUST-000676,40,112.28,4224.98,one-year,none,1,true,2023-09-01,0
CUST-000677,67,59.3,3642.68,one-year,dsl,0,true,2023-04-05,0
CUST-000678,64,40.03,2436.43,month-to-month,fiber,7,true,2024-06-20,0
CUST-000679,12,126.88,1584.53,one-year,dsl,10,true,2023-07-30,0
CUST-000680,66,35.06,2190.5,one-year,fiber,0,true,2024-08-31,0
CUST-000681,5,33.4,169.49,one-year,fiber,4,false,2025-02-15,0
CUST-000682,25,45.03,1059.89,month-to-month,fiber,5,true,2024-11-18,0
CUST-000683,35,34.88,1274.2,month-to-month,dsl,8,true,2023-07-31,0
CUST-000684,34,38.4,1312.98,two-year,fiber,4,true,2023-06-25,0
CUST-000685,69,77.67,4927.87,two-year,fiber,7,true,2023-02-21,0
CUST-000686,54,70.95,3853.14,month-to-month,dsl,9,true,2024-12-07,0
CUST-000687,39,63.2,2291.58,two-year,fiber,10,true,2023-03-22,0
CUST-000688,16,32.08,523.73,one-year,none,7,false,2023-11-14,0
CUST-000689,60,50.12,2807.43,two-year,fiber,9,true,2024-01-08,0
CUST-000690,42,122.54,5313.23,two-year,none,7,true,2023-03-08,0
CUST-000691,59,129.95,7224.96,one-year,fiber,5,true,2023-05-11,0
CUST-000692,13,62.36,808.59,one-year,none,4,true,2024-02-15,0
CUST-000693,31,91.23,2958.46,month-to-month,none,6,false,2023-08-02,0
CUST-000694,55,93.74,4904.77,two-year,fiber,3,true,2024-11-16,0
CUST-000695,62,34.86,2138.43,two-year,none,5,true,2025-04-21,0
CUST-000696,8,97.77,784.37,one-year,fiber,9,true,2024-01-24,0
CUST-000697,7,31.77,227.41,two-year,none,9,true,2024-10-13,0
CUST-000698,19,78.89,1414.56,month-to-month,none,9,true,2023-07-20,0
CUST-000699,72,123.27,8892.6,one-year,fiber,6,true,2023-12-19,0
CUST-000700,65,72.55,4334.4,two-year,dsl,4,false,2024-07-16,0
CUST-000701,71,126.7,8580.88,month-to-month,none,4,true,2023-08-29,0
CUST-000702,40,112.53,4325.23,two-year,fiber,6,true,2024-11-09,0
CUST-000703,71,70.0,5162.2,month-to-month,dsl,6,true,2025-06-12,0
CUST-000704,9,104.29,865.02,month-to-month,dsl,7,true,2023-05-20,0
CUST-000705,58,136.17,7931.89,two-year,fiber,6,true,2024-04-10,0
CUST-000706,49,66.19,3009.37,two-year,fiber,9,false,2024-05-25,0
CUST-000707,64,55.0,3657.23,month-to-month,none,9,true,2023-02-08,0
CUST-000708,14,95.43,1395.15,two-year,fiber,1,false,2025-01-18,0
CUST-000709,66,30.17,2057.9,one-year,fiber,1,true,2024-10-07,0
CUST-000710,69,123.75,8085.13,two-year,dsl,0,true,2024-07-01,0
CUST-000711,65,137.79,8831.81,one-year,fiber,5,true,2025-03-28,0
CUST-000712,38,114.51,4284.18,month-to-month,dsl,0,true,2024-08-15,0
CUST-000713,37,125.16,4601.5,month-to-month,none,4,true,2023-05-10,0
CUST-000714,16,100.05,1506.81,one-year,fiber,4,false,2023-04-25,0
CUST-000715,19,105.69,1918.68,two-year,none,2,true,2024-12-18,0
CUST-000716,4,64.57,235.72,month-to-month,none,2,true,2025-04-21,0
